article,experiment,sample,id,pairing,yi,vi,sei,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
78,2,1,263,126,0.57,0.002205,0.046957428,20,14,read,high,within,mixed,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
78,2,2,264,127,0.73,0.00128,0.035777088,20,14,generate,low,within,mixed,words,cued recall,item,medium,intentional,category,writing/typing,word stem,full,timed,no,older,immediate
78,2,2,265,127,0.42,0.002,0.04472136,20,14,read,low,within,mixed,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,older,immediate
78,2,2,266,128,0.6,0.00288,0.053665631,20,14,generate,high,within,mixed,words,cued recall,item,medium,intentional,category,writing/typing,word stem,full,timed,no,older,immediate
78,2,2,267,128,0.36,0.00288,0.053665631,20,14,read,high,within,mixed,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,older,immediate
80,1,1,268,129,0.24,0.000506556,0.022506797,32,12,generate,NA,within,mixed,words,free recall,item,high,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,1,269,129,0.089,0.000162839,0.012760848,32,12,read,NA,within,mixed,words,free recall,item,NA,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,1,270,130,0.06,0.000124693,0.01116661,32,12,generate,NA,within,mixed,words,free recall,cue word,high,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,1,271,130,0.026,8.93751632063962e-05,0.009453844,32,12,read,NA,within,mixed,words,free recall,cue word,NA,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,2,272,131,0.365,0.001333666,0.03651939,16,12,generate,NA,within,mixed,words,cued recall,item,high,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,2,273,131,0.151,0.000388622,0.019713494,16,12,read,NA,within,mixed,words,cued recall,item,NA,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,3,274,132,0.177,0.000472604,0.021739468,16,12,generate,NA,within,mixed,words,cued recall,cue word,high,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,1,3,275,132,0.094,0.00024209,0.015559251,16,12,read,NA,within,mixed,words,cued recall,cue word,NA,incidental,antonym,writing/typing,word fragment,full,timed,yes,younger,short
80,2,1,276,135,0.903,0.000533331,0.023093955,22,15,generate,NA,between,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,2,277,135,0.736,0.001182752,0.034391161,22,15,read,NA,between,pure,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,1,278,136,0.779,0.001012852,0.031825341,22,15,generate,NA,between,pure,words,cued recall,cue word,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,2,279,136,0.676,0.00138579,0.037226207,22,15,read,NA,between,pure,words,cued recall,cue word,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,2,280,139,0.885,0.000595939,0.024411867,22,15,generate,NA,between,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,1,281,139,0.755,0.001109156,0.033303994,22,15,read,NA,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,2,282,140,0.803,0.000914972,0.030248506,22,15,generate,NA,between,pure,words,cued recall,cue word,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
80,2,1,283,140,0.745,0.00114827,0.03388613,22,15,read,NA,between,pure,words,cued recall,cue word,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,short
85,1,1,284,143,0.28,0.000959444,0.030974896,34,6,generate,NA,between,pure,words,free recall,item,low,intentional,NA,covert/thinking,word fragment,full,timed,yes,younger,short
85,1,2,285,143,0.24,0.000763087,0.027624034,34,6,read,NA,between,pure,words,free recall,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,yes,younger,short
85,1,3,286,144,0.22,0.000672921,0.025940723,34,6,generate,NA,between,pure,words,free recall,item,low,intentional,NA,covert/thinking,word fragment,full,timed,yes,younger,short
85,1,4,287,144,0.15,0.00040848,0.02021089,34,6,read,NA,between,pure,words,free recall,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,yes,younger,short
86,1,1,288,145,0.34,0.000894034,0.029900405,16,36,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,1,2,289,145,0.25,0.000566578,0.023802903,16,36,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,1,1,290,146,0.66,0.001322355,0.036364196,16,36,generate,NA,between,pure,words,cued recall,cue word,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,1,2,291,146,0.46,0.001296723,0.03601004,16,36,read,NA,between,pure,words,cued recall,cue word,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,2,1,292,147,0.7,0.001288701,0.035898479,12,36,generate,NA,between,pure,words,recognition,cue word,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,2,2,293,147,0.68,0.001350455,0.03674854,12,36,read,NA,between,pure,words,recognition,cue word,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,2,3,294,148,0.61,0.001324051,0.036387506,19,36,generate,NA,between,pure,words,cued recall,cue word,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,2,4,295,148,0.45,0.001294645,0.035981182,15,36,read,NA,between,pure,words,cued recall,cue word,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,3,1,296,149,0.73,0.000684057,0.026154476,39,36,generate,NA,between,pure,words,recognition,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,3,2,297,149,0.64,0.00092176,0.030360498,34,36,read,NA,between,pure,words,recognition,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,3,1,298,150,0.55,0.000880513,0.02967344,39,36,generate,NA,between,pure,words,cued recall,cue word,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
86,3,2,299,150,0.42,0.000797089,0.02823277,34,36,read,NA,between,pure,words,cued recall,cue word,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,1,300,151,0.38,0.001107694,0.033282044,12,36,generate,NA,between,pure,words,free recall,item,low,incidental,category,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,2,301,151,0.29,0.000743477,0.02726678,13,36,read,NA,between,pure,words,free recall,item,NA,incidental,category,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,3,302,152,0.4,0.001182945,0.034393969,12,36,generate,NA,between,pure,words,free recall,item,low,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,4,303,152,0.31,0.000829575,0.028802346,12,36,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,1,304,153,0.81,0.00087118,0.02951575,12,36,generate,NA,between,pure,words,recognition,item,low,incidental,category,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,2,305,153,0.63,0.001454334,0.038135736,13,36,read,NA,between,pure,words,recognition,item,NA,incidental,category,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,3,306,154,0.75,0.001109372,0.033307242,12,36,generate,NA,between,pure,words,recognition,item,low,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,1,4,307,154,0.71,0.001255354,0.035430976,12,36,read,NA,between,pure,words,recognition,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,2,1,308,155,0.22,0.000403998,0.020099694,20,64,generate,NA,between,pure,words,free recall,item,medium,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,2,2,309,155,0.2,0.000353599,0.018804221,20,64,read,NA,between,pure,words,free recall,item,NA,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,2,1,310,156,0.22,0.000403998,0.020099694,20,64,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,2,2,311,156,0.18,0.000307174,0.017526377,20,64,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,1,312,157,0.24,0.000418121,0.020448016,24,64,generate,NA,between,pure,words,free recall,item,medium,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,2,313,157,0.17,0.000260563,0.016141963,24,64,read,NA,between,pure,words,free recall,item,NA,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,1,314,158,0.19,0.00030107,0.017351383,24,64,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,2,315,158,0.16,0.00024172,0.015547357,24,64,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,1,316,159,0.69,0.000974197,0.031212136,24,64,generate,NA,between,pure,words,free recall,item,medium,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,2,317,159,0.59,0.001120883,0.033479586,24,64,read,NA,between,pure,words,free recall,item,NA,incidental,compound words,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,1,318,160,0.73,0.000873926,0.029562232,24,64,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
89,3,2,319,160,0.57,0.001127115,0.033572535,24,64,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
93,1a,1,320,161,0.84,0.000806667,0.028401878,15,72,generate,NA,between,pure,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1a,2,321,161,0.71,0.00096,0.030983867,15,72,read,NA,between,pure,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1a,3,322,162,0.57,0.00096,0.030983867,15,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1a,4,323,162,0.54,0.00294,0.054221767,15,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1a,5,324,163,0.24,0.000806667,0.028401878,15,72,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1a,6,325,163,0.16,0.000326667,0.018073922,15,72,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,1,326,164,0.88,0.000672222,0.025927249,18,72,generate,NA,between,pure,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,2,327,164,0.79,0.000555556,0.023570226,18,72,read,NA,between,pure,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,3,328,165,0.56,0.001088889,0.032998316,18,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,4,329,165,0.44,0.001605556,0.040069384,18,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,5,330,166,0.36,0.001605556,0.040069384,18,72,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1b,6,331,166,0.32,0.002005556,0.044783429,18,72,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,1,332,167,0.89,0.000864286,0.029398737,14,72,generate,NA,between,pure,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,2,333,167,0.93,0.000178571,0.013363062,14,72,read,NA,between,pure,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,3,334,168,0.64,0.001028571,0.032071349,14,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,4,335,168,0.51,0.001207143,0.034743961,14,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,5,336,169,0.38,0.001828571,0.042761799,14,72,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,1c,6,337,169,0.48,0.001607143,0.040089186,14,72,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,2,1,338,170,0.62,0.001207143,0.034743961,14,72,generate,NA,between,pure,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,2,2,339,170,0.63,0.000864286,0.029398737,14,72,read,NA,between,pure,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,2,1,340,171,0.71,0.001028571,0.032071349,14,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
93,2,2,341,171,0.6,0.000864286,0.029398737,14,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
102,1,1,342,172,0.5,0.000901766,0.030029417,32,72,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
102,1,1,343,172,0.59,0.000933073,0.030546239,32,72,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
102,1,1,344,173,0.75,0.000681328,0.026102261,32,72,generate,NA,within,pure,words,recognition,item,low,incidental,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
102,1,1,345,173,0.66,0.000862639,0.029370713,32,72,read,NA,within,pure,words,recognition,item,NA,incidental,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,1,346,174,0.801,0.000443391,0.02105686,44,75,generate,NA,between,pure,words,recognition,item,low,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,2,347,174,0.856,0.000349874,0.01870491,42,75,read,NA,between,pure,words,recognition,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,3,348,175,0.769,0.000514699,0.022686985,43,75,generate,NA,between,pure,words,recognition,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,4,349,175,0.712,0.000589976,0.024289413,46,75,read,NA,between,pure,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,1,350,176,0.879,0.000395701,0.019892224,44,15,generate,NA,between,pure,words,recognition,item,low,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,2,351,176,0.897,0.00036738,0.019167153,42,15,read,NA,between,pure,words,recognition,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,3,352,177,0.842,0.000494127,0.022228965,43,15,generate,NA,between,pure,words,recognition,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,4,353,177,0.782,0.000619935,0.024898493,46,15,read,NA,between,pure,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,1,354,178,0.84,0.000428729,0.020705771,44,24,generate,NA,between,pure,words,recognition,item,low,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,2,355,178,0.876,0.000364253,0.019085406,42,24,read,NA,between,pure,words,recognition,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,1,3,356,179,0.806,0.000514107,0.022673929,43,24,generate,NA,between,pure,words,recognition,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,1,4,357,179,0.747,0.000617292,0.024845356,46,24,read,NA,between,pure,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,2,1,358,180,0.582,0.001312243,0.036224899,23,25,generate,NA,between,pure,words,cued recall,item,medium,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
104,2,2,359,180,0.613,0.001287843,0.035886529,23,25,read,NA,between,pure,words,cued recall,item,NA,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
104,2,3,360,181,0.556,0.001345099,0.036675587,22,25,generate,NA,between,pure,words,cued recall,item,medium,intentional,category,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,2,4,361,181,0.421,0.001107624,0.033280979,22,25,read,NA,between,pure,words,cued recall,item,NA,intentional,category,verbal/speaking,word fragment,full,timed,no,younger,immediate
104,2,5,362,182,0.502,0.001296652,0.036009055,22,25,generate,NA,between,pure,words,cued recall,item,medium,intentional,category,NA,word fragment,full,timed,no,younger,immediate
104,2,6,363,182,0.577,0.001314002,0.036249166,23,25,read,NA,between,pure,words,cued recall,item,NA,intentional,category,NA,word fragment,full,timed,no,younger,immediate
104,3,1,364,183,0.84,0.000556823,0.023597096,23,84,generate,NA,between,pure,words,recognition,item,low,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,3,2,365,183,0.87,0.000473048,0.021749662,23,84,read,NA,between,pure,words,recognition,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,3,3,366,184,0.85,0.000540588,0.02325055,22,84,generate,NA,within,mixed,words,recognition,item,low,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,3,3,367,184,0.83,0.000599282,0.024480228,22,84,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,covert/thinking,word fragment,full,timed,no,younger,immediate
104,4,1,368,185,0.62,0.001122292,0.033500633,24,50,generate,NA,between,pure,words,cued recall,item,medium,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
104,4,2,369,185,0.64,0.001095349,0.033096055,24,50,read,NA,between,pure,words,cued recall,item,NA,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
104,4,3,370,186,0.57,0.001154079,0.033971731,24,50,generate,NA,within,mixed,words,cued recall,item,medium,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
104,4,3,371,186,0.54,0.001147462,0.033874213,24,50,read,NA,within,mixed,words,cued recall,item,NA,intentional,category,covert/thinking,word fragment,full,timed,no,younger,immediate
112,1,1,372,187,0.8,0.000622414,0.024948222,58,8,generate,NA,between,pure,words,free recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,2,373,187,0.75,0.000760345,0.027574351,58,8,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,3,374,188,0.94,0.000248276,0.015756772,58,8,generate,NA,between,pure,words,free recall,item,medium,intentional,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,4,375,188,0.92,0.000291379,0.017069836,58,8,read,NA,between,pure,words,free recall,item,NA,intentional,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,1,376,189,0.6,0.000387931,0.019695965,58,32,generate,NA,between,pure,words,free recall,cue word,medium,incidental,category,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,2,377,189,0.65,0.000441379,0.021009029,58,32,read,NA,between,pure,words,free recall,cue word,NA,incidental,category,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,3,378,190,0.65,0.000337931,0.018382901,58,32,generate,NA,between,pure,words,free recall,cue word,medium,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
112,1,4,379,190,0.66,0.000337931,0.018382901,58,32,read,NA,between,pure,words,free recall,cue word,NA,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,1,380,191,0.35,0.000576,0.024,25,36,generate,NA,between,pure,words,free recall,item,low,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,2,381,191,0.36,0.000784,0.028,25,36,read,NA,between,pure,words,free recall,item,NA,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,3,382,192,0.4,0.0016,0.04,25,6,generate,NA,within,mixed,words,free recall,item,low,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,3,383,192,0.34,0.000676,0.026,25,30,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,4,384,193,0.37,0.000784,0.028,25,30,generate,NA,within,mixed,words,free recall,item,low,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
112,2,4,385,193,0.29,0.001444,0.038,25,6,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,writing/typing,word fragment,full,timed,yes,younger,immediate
114,1,1,386,194,0.44,0.001171852,0.034232326,24,20,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,1,1,387,194,0.3,0.000701865,0.026492728,24,20,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,1,1,388,195,0.54,0.001349402,0.036734208,24,20,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,1,1,389,195,0.52,0.001331693,0.036492364,24,20,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,390,196,0.5,0.001275201,0.035709957,25,20,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,391,196,0.39,0.000995092,0.031545081,25,20,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,392,197,0.56,0.001326755,0.036424646,25,20,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,393,197,0.5,0.001275201,0.035709957,25,20,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
115,1a,1,394,198,0.43,0.00035,0.018708287,14,48,generate,NA,between,pure,words,recognition,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,2,395,198,0.32,0.000457143,0.021380899,14,48,read,NA,between,pure,words,recognition,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,3,396,199,0.49,0.0014,0.037416574,14,48,generate,NA,between,pure,words,recognition,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,4,397,199,0.42,0.001028571,0.032071349,14,48,read,NA,between,pure,words,recognition,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1b,1,398,200,0.93,0.00030625,0.0175,16,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,2,399,200,0.79,0.001225,0.035,16,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,3,400,201,0.97,5.625e-05,0.0075,16,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,4,401,201,0.75,0.00105625,0.0325,16,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,1,402,202,0.36,9e-04,0.03,16,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,2,403,202,0.33,0.000625,0.025,16,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,3,404,203,0.37,9e-04,0.03,16,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,4,405,203,0.49,0.00140625,0.0375,16,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,2,1,406,204,0.35,0.000426667,0.020655911,15,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,2,407,204,0.45,0.00096,0.030983867,15,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,3,408,205,0.34,0.000666667,0.025819889,15,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,4,409,205,0.34,0.000426667,0.020655911,15,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,1,410,206,0.88,0.000426667,0.020655911,15,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,2,411,206,0.78,0.001306667,0.036147845,15,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,3,412,207,0.87,0.000426667,0.020655911,15,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,4,413,207,0.69,0.001926667,0.043893811,15,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,3,1,414,208,0.35,0.000918121,0.030300516,12,72,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,2,415,208,0.47,0.001302023,0.036083552,12,72,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,1,416,209,0.63,0.001362862,0.036916962,12,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,2,417,209,0.51,0.001377609,0.037116156,12,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,4,1,418,210,0.46,0.001294871,0.035984315,14,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,2,419,210,0.39,0.001077151,0.032819984,14,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,1,420,211,0.97,0.000309034,0.017579354,14,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,2,421,211,0.83,0.000744352,0.027282822,14,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
116,1,1,422,212,0.58,0.000729573,0.027010605,46,64,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,423,212,0.68,0.000646102,0.025418531,46,64,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,424,213,0.63,0.000702856,0.026511438,46,64,generate,NA,within,mixed,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,425,213,0.63,0.000702856,0.026511438,46,64,read,NA,within,mixed,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,426,214,0.55,0.001124911,0.033539694,24,64,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
